id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
1772,75731,63,0,1,7,426,7,3,2017,0,0,4338,5828,314,0,7,7581003.7
1773,35691,75,1,1,29,26974,6,2,2000,1,0,1637,5952,277,0,2,3577017.2
1774,29233,3,0,1,76,56267,3,7,2007,1,0,4434,8653,753,0,3,2927647.7
1775,87500,3,0,1,31,1906,1,4,2013,0,0,2875,9438,172,0,0,8754886.3
1776,34162,44,1,0,20,1451,10,7,2018,0,0,1750,68,784,1,1,3426173.8
1777,1666,41,0,1,17,7310,6,1,2005,1,0,7949,9291,829,0,2,169944.5
1778,83847,39,0,0,38,6989,4,1,2008,1,0,7312,3834,671,0,1,8386564.8
1779,87580,59,1,0,59,35693,2,9,1994,0,0,5275,1327,727,1,9,8763378.4
1780,15500,78,0,1,7,81088,1,5,2000,1,0,4634,2281,340,0,5,1554517.0
1781,15195,79,0,0,8,44856,1,8,2013,0,1,8129,6653,969,1,3,1522445.3
1782,34288,42,0,1,80,19449,4,4,2000,1,0,3231,4657,348,0,4,3435548.1
1783,83275,41,1,0,74,63544,5,4,1999,1,0,5889,923,422,1,7,8331662.9
1784,41225,12,1,0,76,6420,1,9,2019,1,0,755,3371,395,0,2,4130642.9
1785,10745,86,0,0,2,69459,8,8,1995,1,0,4343,4181,911,1,9,1080749.5
1786,92738,35,1,1,81,63857,2,3,2013,0,1,8712,973,514,1,3,9279946.3
1787,33862,86,1,0,68,28161,6,8,1997,1,1,1446,4499,572,0,2,3389495.7
1788,65870,11,0,1,83,23138,1,9,2015,0,0,6550,2454,786,0,6,6594705.0
1789,10460,55,1,0,74,17552,2,10,2000,1,1,8875,3910,642,1,5,1049039.0
1790,40327,56,0,1,24,40814,4,8,2013,0,0,8255,6902,616,1,8,4036268.3
1791,92698,24,0,0,80,75398,9,3,2006,1,1,7623,3448,377,1,4,9274536.6
1792,93664,8,0,0,65,73912,4,2,2010,1,1,2349,6325,586,1,9,9371580.0
1793,81936,89,1,1,74,6143,2,3,2000,0,0,6976,3127,114,0,0,8198107.1
1794,34291,46,1,0,1,35693,6,8,2000,1,1,7167,1445,362,1,4,3436795.2
1795,6738,97,0,1,56,31159,8,6,2013,0,0,7247,7106,377,1,10,680185.3
1796,89003,68,1,1,63,18111,4,3,2000,0,0,5594,3358,465,0,9,8911885.2
1797,89008,84,0,1,72,19556,5,6,2015,1,0,7776,4546,777,1,8,8911947.5
1798,59928,100,0,0,87,23294,9,1,1994,0,1,8634,8794,696,1,1,5995097.4
1799,82244,96,0,0,52,48726,3,10,2014,1,0,874,8922,137,0,3,8227563.4
1800,30918,35,1,0,80,68985,3,8,1993,0,0,4179,7490,345,1,4,3099241.3
1801,51797,50,0,0,78,92827,10,8,2000,0,0,2492,6057,243,0,10,5181827.1
1802,48825,49,1,0,22,8831,10,7,2007,0,0,4896,5244,524,1,2,4887322.7
1803,23378,7,1,1,35,49113,1,2,1996,1,0,6412,9706,982,0,8,2344668.6
1804,62289,81,1,0,16,33691,4,7,1998,1,1,8173,965,122,0,10,6233774.8
1805,83019,5,0,0,100,21246,10,5,2003,0,1,7624,3834,624,1,3,8307344.3
1806,76297,15,1,1,38,11203,9,6,1993,1,1,8174,965,222,0,9,7637924.3
1807,1097,79,1,0,98,49642,9,5,2000,0,0,7660,732,877,1,1,114412.0
1808,10047,4,0,1,45,15295,1,8,2000,0,1,4829,5018,976,0,10,1012656.1
1809,137,33,1,0,49,87582,1,1,2000,0,1,6434,4187,236,0,10,21201.1
1810,28168,26,1,0,49,10576,10,2,2019,0,0,1777,2548,876,0,4,2831367.9
1811,69443,47,1,0,18,2453,9,9,1993,0,0,715,2440,542,0,1,6947198.3
1812,60022,52,1,0,49,5847,1,8,1992,1,0,4558,3422,347,0,10,6013402.1
1813,62960,39,0,0,62,1488,7,1,2013,1,1,4284,382,571,1,6,6305088.3
1814,12066,76,0,0,38,55904,7,8,1996,1,1,9253,6556,137,0,7,1205863.6
1815,19773,25,0,1,55,36644,2,2,1998,0,0,2726,4271,735,1,5,1982544.8
1816,40581,78,0,0,99,426,5,9,2008,1,0,5782,422,636,1,9,4068225.8
1817,17806,35,1,1,60,6342,7,5,2004,1,0,8536,4046,156,0,6,1788958.4
1818,63427,24,1,0,26,22394,8,3,2004,0,0,9433,4964,108,0,10,6351101.4
1819,24762,27,1,0,50,37116,1,9,1999,0,1,736,2626,502,0,1,2480900.9
1820,96708,25,1,1,55,60370,7,8,2009,0,1,2712,6357,262,0,8,9677130.9
1821,9171,17,0,0,61,34249,4,8,1996,0,0,2174,7229,433,1,10,917869.6
1822,4149,42,1,0,89,77510,10,5,2000,0,1,8521,8959,365,0,8,420560.1
1823,8941,4,1,0,18,96333,1,4,2000,0,0,292,5272,361,1,7,902785.2
1824,99130,99,0,0,41,83194,8,8,1993,0,0,9239,4018,652,0,2,9916962.3
1825,9463,52,0,1,89,6249,8,2,2000,1,1,4759,3685,770,0,0,956197.1
1826,40884,85,0,0,41,83534,5,9,2000,0,1,5258,7385,642,0,1,4100865.1
1827,24979,49,1,0,41,30225,4,5,2000,1,0,7677,8672,313,0,2,2508814.1
1828,8201,8,0,1,26,73779,4,4,2007,0,1,3714,8404,123,1,10,826967.7
1829,16411,63,1,1,41,45026,7,9,2000,1,1,8433,5828,829,1,4,1652454.0
1830,34826,75,0,1,25,36132,3,2,2000,0,1,874,4916,125,0,1,3488059.1
1831,3605,15,1,0,50,77373,10,7,1998,1,1,6944,2455,975,1,5,363918.8
1832,80823,33,1,1,31,9761,5,9,2004,1,1,7327,9507,307,0,5,8088333.4
1833,41086,81,1,0,38,6559,4,4,2007,1,0,6018,4176,473,1,10,4116465.7
1834,44247,55,0,0,78,84602,6,2,2000,1,0,6455,5874,893,1,1,4426084.2
1835,3503,85,0,0,21,21340,10,5,2003,0,0,4778,354,546,1,4,354696.3
1836,81653,8,0,0,47,52009,7,3,2005,0,0,6484,7385,568,1,6,8166002.5
1837,42079,4,0,1,4,19268,5,5,1996,0,1,4136,4309,116,0,4,4213303.1
1838,10781,38,1,0,44,76720,6,10,2000,0,1,778,1381,548,1,9,1085988.0
1839,71296,45,0,1,60,5863,6,5,2003,1,0,5497,5982,517,0,5,7132660.3
1840,66283,46,0,1,64,79675,8,5,2008,1,1,7747,2108,396,1,4,6640110.8
1841,65029,14,0,0,95,11438,4,9,2010,1,0,8832,235,109,0,7,6507042.1
1842,86008,49,1,1,49,725,5,5,2015,0,0,6402,9612,170,0,10,8609323.5
1843,42272,21,0,1,5,34267,7,4,2017,0,0,4173,8691,576,1,5,4232650.7
1844,19649,19,0,1,38,87255,9,2,1999,1,1,7113,8,991,1,3,1970018.9
1845,34555,18,1,1,19,38624,7,3,2003,0,0,2145,5577,749,0,2,3467129.3
1846,5825,86,0,1,13,23582,6,5,2016,0,1,9845,7395,779,1,6,598186.6
1847,69080,35,0,0,37,56809,2,5,1994,1,1,127,2981,303,0,9,6911181.4
1848,9840,21,0,0,21,95237,2,3,2000,1,1,4136,1348,792,0,0,990892.2
1849,9008,13,1,0,80,77840,5,7,2008,0,1,8384,4041,777,1,3,913263.8
1850,8020,19,0,1,59,75382,5,4,2000,0,0,6243,8349,787,0,0,806926.1
1851,93192,37,1,0,54,98488,10,5,2014,1,0,5144,4654,452,1,5,9321511.4
1852,94255,61,0,1,79,57912,3,5,2020,1,0,4179,4796,615,0,6,9431460.1
1853,30164,54,1,0,54,18401,5,4,2017,0,0,880,5804,411,0,6,3021646.7
1854,5117,84,0,1,73,68228,4,6,2018,0,0,6292,2279,712,0,3,517775.8
1855,44593,49,1,0,78,45854,8,5,2015,1,0,7578,7311,418,0,7,4465177.5
1856,43906,35,0,0,75,58206,2,6,2013,1,1,5358,9333,606,0,4,4397835.3
1857,85100,97,1,0,38,90599,9,2,1997,1,1,8714,4500,655,1,7,8517058.7
1858,33135,26,0,0,35,6740,6,9,2014,0,1,495,1850,554,0,4,3319402.4
1859,51539,6,1,1,80,49615,8,7,1996,0,0,6929,3629,171,0,8,5155289.6
1860,83316,63,0,0,13,10622,9,1,2019,0,0,3641,1143,799,0,8,8336816.9
1861,30322,73,0,0,8,27859,6,9,2015,0,0,3935,9003,255,0,4,3032885.5
1862,56509,26,0,1,89,49492,10,9,2019,0,0,6043,4928,982,1,3,5654739.9
1863,23843,23,1,1,11,78378,2,5,1999,0,0,7167,4896,999,0,6,2391434.9
1864,26271,48,1,0,40,50693,4,6,2018,1,0,6782,4415,999,0,9,2635559.8
1865,40268,26,0,1,46,27482,7,4,2008,0,1,843,7011,123,0,0,4033464.8
1866,13389,59,1,1,29,87324,5,9,2015,1,0,4173,5220,121,0,5,1349726.5
1867,33704,65,1,0,38,76780,7,4,1996,1,0,7208,6116,714,0,3,3375891.6
1868,13914,5,1,0,14,31410,3,1,2000,1,0,6543,4223,294,0,10,1398582.0
1869,62691,64,1,1,38,70717,4,7,2016,0,1,6367,9840,239,0,5,6276488.6
1870,8528,15,1,1,2,12151,8,9,1998,0,0,6595,4146,846,0,0,861004.8
1871,18281,10,0,0,35,89508,7,9,2016,0,0,906,143,343,1,4,1840231.6
1872,91036,36,0,0,49,16941,9,3,2018,1,0,7139,2708,307,0,3,9104801.8
1873,65554,79,0,1,27,17835,6,6,2004,0,0,4922,1613,871,0,2,6562471.4
1874,22825,93,0,0,35,12706,2,4,1998,1,1,5285,6277,333,1,0,2289049.8
1875,70435,20,1,0,78,45851,9,10,2013,1,0,256,9821,127,0,2,7048486.3
1876,59308,25,0,0,76,94229,9,10,2014,1,1,1721,1721,290,0,3,5940512.4
1877,82525,57,0,0,38,78948,5,7,2008,1,1,9534,4920,414,0,8,8258910.8
1878,34053,52,0,0,52,76780,8,8,2018,0,1,16,8779,810,1,8,3413933.8
1879,4502,80,1,1,61,4929,2,9,2000,1,1,6784,3695,929,1,0,462779.2
1880,46478,30,0,1,55,94675,4,8,2013,0,0,9284,5255,602,0,10,4654841.3
1881,75901,86,0,1,1,75436,2,5,1998,0,0,4831,646,101,0,7,7594895.8
1882,2945,17,0,0,37,96283,8,7,1998,0,1,7258,299,879,0,8,299982.8
1883,44862,25,1,1,75,33439,3,5,2000,0,0,5689,3077,551,0,0,4493882.2
1884,68837,38,0,0,71,46784,9,6,2003,0,0,7528,2488,146,1,0,6887892.3
1885,93283,50,0,1,80,65901,4,4,1996,0,0,3026,8396,715,0,10,9333627.6
1886,1453,8,1,0,37,59,9,5,2009,1,1,4259,9341,866,0,3,152267.9
1887,41419,21,0,0,98,13607,2,4,2000,1,0,8513,8113,992,0,3,4146569.2
1888,87810,52,1,1,47,63942,8,6,2015,0,0,7319,1692,543,1,4,8793955.5
1889,28452,67,0,0,25,9412,6,10,2007,0,1,7578,5923,851,0,9,2849892.7
1890,15713,47,0,1,37,48028,5,6,2006,0,0,9618,8354,916,1,10,1576682.6
1891,5086,56,1,0,49,43995,1,2,2003,0,0,1857,4977,944,1,6,516329.3
1892,53454,52,1,0,35,68626,1,10,1996,1,0,5631,8759,412,0,1,5349280.6
1893,76352,43,1,1,64,57146,2,3,2006,0,0,4386,5726,386,0,1,7641804.6
1894,56391,81,1,0,17,87221,5,1,2000,1,0,8113,1092,547,0,1,5641537.2
1895,44698,54,0,0,58,51501,8,6,2003,1,0,3291,3307,806,1,2,4473490.3
1896,78254,51,0,0,95,18325,8,4,2000,1,0,8418,5145,697,1,10,7831345.0
1897,82458,73,1,0,27,38161,7,10,1990,1,1,3598,414,837,1,4,8250503.1
1898,29278,78,1,1,8,41029,9,7,2000,1,0,7994,16,428,1,8,2935308.0
1899,4803,32,0,0,7,75593,7,4,2006,0,1,5715,8862,901,1,5,485590.6
1900,65549,36,1,0,38,26275,7,8,2015,0,1,3805,5290,377,0,6,6556739.5
1901,67761,81,1,0,64,78551,1,4,1997,1,0,7431,8681,321,1,1,6785841.7
1902,22034,78,0,0,37,20381,6,3,2004,0,0,1036,8103,127,0,1,2208860.4
1903,88410,38,1,1,89,88616,5,7,2014,0,0,5369,796,480,1,2,8851564.4
1904,59302,85,1,1,46,10727,5,6,2007,0,0,4347,6928,913,1,0,5940173.7
1905,60250,8,0,0,36,76242,6,5,2019,1,1,1637,954,262,0,4,6031090.9
1906,73903,25,0,1,82,1673,8,3,2017,0,0,1633,2996,452,1,9,7397590.7
1907,85238,10,0,0,9,75087,9,9,2008,1,1,9122,8991,356,1,10,8525952.8
1908,9130,14,1,1,81,3061,1,7,2000,1,1,552,7526,359,0,0,921139.2
1909,92877,62,1,1,14,47924,4,8,1993,1,1,8282,431,357,0,8,9293826.3
1910,91558,69,0,0,14,78742,5,6,2000,0,1,9324,8407,512,1,1,9158541.2
1911,85474,74,0,1,59,803,10,2,2016,1,1,7414,9349,759,0,6,8552777.6
1912,61098,81,0,0,62,18243,7,9,1998,0,0,1781,545,369,1,4,6114671.8
1913,49183,75,1,0,4,54754,6,5,2015,1,1,9836,871,101,0,2,4922034.5
1914,93684,25,1,0,48,67427,2,3,2016,0,0,3333,5987,480,0,8,9373516.6
1915,13912,38,1,1,25,25111,5,9,1995,1,0,8569,9390,273,1,9,1399630.5
1916,32713,83,0,1,12,46323,8,9,1997,0,0,5633,1965,953,0,10,3278723.0
1917,57562,81,0,0,39,82621,3,9,2018,0,1,6929,7842,161,0,9,5756919.8
1918,90859,80,0,0,38,83516,5,1,2018,1,1,7208,824,954,1,6,9090821.8
1919,88646,64,0,0,32,67591,3,8,2007,1,0,5968,1829,809,0,3,8870135.7
1920,56509,62,0,1,98,49492,10,3,2019,0,1,8493,8497,853,0,8,5654739.9
1921,10978,6,0,1,28,87598,2,6,2015,1,1,5389,262,801,0,3,1103882.5
1922,46367,71,1,0,81,4548,9,5,2014,1,0,3289,3132,794,0,7,4641159.4
1923,38936,6,0,0,80,92629,5,8,1995,1,0,8306,889,646,1,10,3898567.5
1924,57097,22,1,0,45,2627,2,7,2011,1,1,7919,8404,512,0,3,5715926.1
1925,43845,64,1,1,58,64271,3,6,2019,0,1,8378,5411,209,0,4,4390445.9
1926,36314,100,1,0,70,22449,7,7,2008,0,1,8687,867,414,1,5,3638453.8
1927,48648,8,0,1,98,49810,8,2,2000,1,0,9526,6429,586,0,0,4869321.1
1928,90180,2,1,0,3,23728,1,5,2006,1,0,9300,446,499,0,3,9023674.2
1929,40437,87,1,0,34,16931,6,3,2000,0,1,7210,7813,868,1,5,4050909.0
1930,79338,35,1,0,80,55157,2,3,2014,0,0,8776,1130,777,0,2,7943850.4
1931,21522,8,1,0,85,25640,8,4,2008,0,1,4645,7637,377,0,4,2157060.8
1932,37567,50,1,0,85,3763,9,9,2000,0,1,2341,771,690,1,4,3764024.0
1933,35652,18,1,1,36,39498,5,7,2005,0,0,8716,843,699,1,9,3569933.5
1934,51587,85,0,1,37,12930,5,2,2000,0,0,2938,5249,294,1,1,5166261.2
1935,14375,74,1,0,19,84369,8,10,2019,0,1,9300,3173,501,0,2,1449663.9
1936,1448,42,0,0,76,44814,5,5,2000,1,1,3152,2996,737,1,5,154560.0
1937,93815,56,0,0,32,82210,3,5,2004,1,0,783,4176,378,0,0,9383412.4
1938,61297,32,1,0,86,78440,5,5,2020,0,1,1524,4147,433,1,9,6134154.0
1939,42557,68,1,1,75,65569,7,5,2015,1,1,6948,963,607,1,2,4264085.5
1940,41110,4,0,1,34,32332,5,4,2005,1,0,7905,1152,871,1,0,4116694.5
1941,43609,26,0,1,78,12041,7,4,2005,1,0,441,3373,108,0,5,4364910.5
1942,49358,11,0,1,22,11183,9,10,2020,1,0,1204,6081,341,1,6,4943111.0
1943,44976,86,0,1,58,98754,5,4,1997,1,0,7634,4349,454,0,2,4504969.7
1944,1933,98,0,0,24,33626,4,2,2000,1,0,6044,6671,545,1,10,194307.1
1945,46903,54,0,0,100,49182,1,2,2018,0,0,9550,1982,418,0,2,4693749.8
1946,52254,77,1,0,55,58240,6,10,2005,1,0,9741,3695,143,1,7,5230022.5
1947,43651,37,0,1,85,60901,2,6,2007,0,1,4753,2943,674,1,8,4373848.7
1948,13323,46,1,1,19,3721,5,3,2019,1,0,7739,5068,776,0,7,1344350.9
1949,33249,76,0,0,50,7632,6,9,2017,0,1,7634,5657,362,0,5,3327793.7
1950,3802,86,0,0,17,60126,6,2,2015,0,0,3647,2398,859,1,0,381031.5
1951,15330,16,0,1,21,61599,7,3,1996,0,1,8253,521,313,0,0,1535869.6
1952,32282,78,0,1,35,5737,1,10,2008,1,1,3136,8465,953,1,9,3231758.8
1953,27842,63,1,1,43,94910,4,9,1997,1,1,8633,9700,681,0,6,2797107.1
1954,96145,26,1,0,16,65885,4,1,2005,0,1,5100,7536,127,0,8,9618863.5
1955,63278,69,1,0,44,11239,9,8,2000,1,1,2778,779,234,0,2,6332923.1
1956,12555,26,1,1,80,62252,8,2,1993,1,1,3437,2283,120,1,8,1265496.3
1957,61089,45,0,0,50,23294,4,9,2020,0,0,8139,5286,415,0,8,6112177.1
1958,46701,29,0,0,59,86063,6,5,2009,1,0,7675,843,674,0,10,4674499.9
1959,51477,34,1,1,16,42634,3,4,1999,0,0,1266,5392,155,0,0,5153572.9
1960,92649,54,1,1,38,66400,4,2,2015,0,1,7056,823,744,1,0,9270413.5
1961,78498,99,1,0,36,66317,3,10,1993,0,1,7675,4151,809,1,0,7865584.3
1962,10727,38,0,1,26,37414,5,9,1995,0,0,1889,6422,802,1,0,1077355.5
1963,25182,75,1,1,85,11828,5,5,1993,0,0,3884,7308,424,1,5,2526249.3
1964,5268,100,1,1,27,37108,5,5,2000,1,1,2485,6886,170,1,7,529991.2
1965,88458,92,0,1,36,44155,2,2,2000,0,1,7237,2659,321,0,6,8853221.2
1966,11644,11,1,0,19,30775,5,10,2008,0,0,9845,7537,139,0,7,1166984.8
1967,43613,28,1,0,26,14286,1,4,1993,0,1,3790,4753,120,0,6,4364937.3
1968,22290,81,0,1,45,98345,5,6,2000,1,1,1538,93,514,1,9,2237880.0
1969,42623,8,0,1,18,81829,10,1,2019,1,1,4763,4525,308,0,9,4268615.9
1970,87585,26,1,1,58,87590,6,3,2017,0,1,7812,318,185,0,6,8764820.7
1971,33316,27,0,0,68,69504,5,9,2000,1,1,5144,9838,942,1,4,3340809.0
1972,28076,22,1,0,8,9914,4,3,2014,1,0,3231,886,631,1,2,2819687.4
1973,35285,78,0,0,51,4035,4,6,2018,0,0,827,8798,411,0,5,3533836.8
1974,1405,16,1,1,48,73838,8,3,1998,0,1,9834,8627,128,1,8,148112.8
1975,46227,64,1,1,88,23408,4,10,2000,0,1,3926,8951,664,0,3,4631239.2
1976,68570,13,0,1,25,68547,5,4,2017,0,0,5358,5028,314,0,3,6863504.7
1977,58623,84,0,1,15,70825,1,8,1996,0,0,1143,7952,341,1,5,5866256.6
1978,60299,98,1,0,37,95981,10,8,2014,1,0,9333,3903,411,0,2,6035836.4
1979,95591,68,1,1,80,6817,10,7,1993,1,1,521,7865,248,1,3,9569415.3
1980,33856,32,1,1,55,2872,6,8,1993,1,0,6434,8127,377,0,1,3392172.3
1981,51812,29,1,1,55,93096,6,5,2018,1,0,8127,974,223,0,10,5192250.8
1982,16999,19,0,0,50,67427,9,6,1996,0,0,4185,4945,135,0,0,1700539.6
1983,88646,37,1,1,29,47627,8,8,2007,0,1,1437,6098,417,1,9,8870135.7
1984,64499,55,1,0,69,87069,8,9,1995,1,0,3484,7142,326,0,7,6456934.5
1985,63718,64,0,1,8,58769,6,8,2012,0,0,4303,3233,812,1,4,6383612.1
1986,29810,25,1,0,67,22778,8,8,2008,1,0,7253,4287,116,1,9,2990007.8
1987,8649,17,1,1,85,96838,5,6,2003,1,1,3859,8787,747,1,4,866991.3
1988,42421,51,0,1,25,7197,4,10,2021,1,1,4115,4606,545,1,10,4246970.1
1989,81109,78,0,0,35,30380,8,6,2008,1,0,2849,8674,109,0,7,8112966.8
1990,3624,64,1,0,80,88031,9,1,1999,0,0,7887,9670,435,1,1,365077.9
1991,45181,24,1,1,13,62994,9,9,1994,1,1,874,7835,142,1,3,4525938.4
1992,37856,44,0,1,53,89779,6,9,1998,0,1,8498,3549,528,1,9,3792661.8
1993,94188,43,1,0,43,14371,3,1,1995,1,1,1332,1685,191,0,0,9422005.0
1994,46944,14,0,0,68,33463,6,10,1995,0,1,759,6543,158,1,2,4699401.5
1995,30821,49,0,0,44,81432,9,9,2015,1,1,7835,775,675,0,10,3086776.5
1996,71661,56,0,1,13,5743,6,3,2014,0,1,7726,3709,946,0,7,7173346.4
1997,33098,28,0,1,18,79230,6,8,2000,0,0,4111,4985,454,1,10,3318507.1
1998,622,22,1,1,38,72752,10,1,2000,0,0,7247,8498,877,0,10,63977.0
1999,43921,5,0,1,5,92478,3,6,2020,1,0,4474,3138,675,0,6,4393918.0
2000,85490,86,1,1,70,74824,9,7,1993,0,1,1252,6676,618,0,9,8554109.3
2001,35127,22,0,0,8,7369,2,3,2014,0,1,9716,4358,401,0,0,3513571.4
2002,60815,75,0,1,10,27000,7,8,2015,0,0,4534,5238,480,0,10,6089911.5
2003,21482,44,0,1,81,73565,10,8,2000,0,0,728,711,576,0,4,2156342.1
2004,91554,64,0,0,45,92414,4,8,2003,0,0,6166,4903,831,1,3,9157838.3
2005,6551,8,0,1,32,52546,8,5,2018,0,1,3328,8275,849,0,10,662414.8
2006,38525,18,1,1,38,83771,2,4,2018,1,0,17,4985,130,1,10,3861258.8
2007,18603,14,1,0,26,16975,3,8,2017,1,1,8936,1445,431,1,0,1871116.7
2008,90499,75,1,0,37,50770,9,3,1997,0,0,5811,6282,275,0,2,9057504.7
2009,61745,99,0,0,35,23385,6,6,2019,0,1,4237,3335,411,0,6,6180867.9
2010,72098,57,0,1,9,91168,3,3,2014,1,0,8974,133,989,0,6,7216904.4
2011,62532,38,0,1,58,25850,8,4,1998,1,0,727,937,127,0,7,6261175.8
2012,96381,81,1,0,31,11290,4,5,1997,0,0,4674,7251,386,1,8,9642408.7
2013,1514,97,0,0,98,984,5,2,2000,0,0,4245,5644,264,0,7,156371.1
2014,10601,84,1,1,36,98223,1,10,2000,0,1,7107,10000,255,0,4,1062664.1
2015,40849,4,0,1,69,903,1,3,2007,0,0,6427,7961,242,0,9,4086314.7
2016,76357,73,0,0,98,6540,8,6,2000,0,0,5361,6886,241,0,8,7641043.2
2017,86607,24,0,0,45,35668,9,2,2017,1,1,1036,8687,819,1,1,8669030.7
2018,27831,22,0,0,76,68582,5,10,1999,1,1,368,1471,574,0,0,2788302.9
2019,65653,55,1,1,78,84278,1,3,2000,1,0,2113,710,725,1,10,6571168.2
2020,82968,98,0,0,42,77045,6,8,1998,1,0,9958,340,911,0,8,8308551.8
2021,60721,81,0,1,70,72938,1,4,2005,0,0,7470,9029,829,1,6,6077844.5
2022,56381,54,1,0,76,3406,2,1,2009,1,0,4952,8481,735,0,0,5646091.9
2023,15320,52,1,1,78,18408,7,9,2000,1,0,8174,315,874,0,9,1541104.1
2024,81658,34,1,0,89,60574,5,8,2008,0,0,1575,4543,465,0,2,8171711.8
2025,16249,67,0,1,77,77226,4,5,2009,0,1,543,4916,911,1,0,1627810.9
2026,27040,16,0,1,57,29301,4,6,2000,0,1,1634,992,992,1,0,2709495.2
2027,18376,58,0,1,37,92394,3,6,1997,0,1,5131,4975,910,0,6,1842716.7
2028,42537,64,1,0,6,44580,5,6,2000,0,0,3166,9541,489,1,5,4256423.0
2029,7023,38,0,1,4,54997,7,9,2007,0,0,4742,549,591,0,10,708136.7
2030,58332,77,1,1,81,65979,4,8,2006,0,1,6827,7261,501,1,8,5848290.6
2031,14314,49,0,0,55,67080,6,1,2019,0,1,9379,8,434,1,8,1436966.9
2032,69157,62,1,1,36,79157,8,5,2007,1,0,5358,4901,652,1,0,6926892.7
2033,52525,51,1,0,64,25571,5,6,1999,1,1,974,7357,378,0,10,5257813.9
2034,35968,8,1,0,68,89782,9,9,2000,1,0,5773,9601,852,0,3,3602388.0
2035,61208,12,0,0,80,57330,2,7,2021,0,0,4254,583,137,0,2,6126371.1
2036,84688,50,0,1,75,76621,3,6,1997,0,1,1073,9374,645,0,10,8472631.7
2037,84651,64,1,1,78,52906,3,9,2007,1,0,6093,9879,536,0,3,8469947.7
2038,57118,49,0,1,38,31945,2,5,2018,0,0,8367,3100,269,1,1,5718957.8
2039,31131,25,0,0,55,25850,2,7,2006,1,0,8486,18,758,1,5,3119278.6
2040,5825,26,1,0,80,22784,5,5,1996,1,0,5294,4685,905,1,2,598186.6
2041,1682,6,1,1,77,5442,7,8,2017,0,0,3152,7909,607,0,5,174918.7
2042,28132,26,1,0,15,32712,10,3,1997,0,0,8685,8889,364,0,1,2820957.7
2043,36489,38,0,1,50,59786,3,8,2006,0,1,7911,4145,646,0,4,3653934.6
2044,77100,68,0,0,82,69408,3,7,2004,0,1,1618,7083,107,0,8,7719293.4
2045,18231,86,1,0,96,20842,5,2,1991,0,1,4156,6500,176,0,3,1832673.1
2046,10966,67,0,1,10,69083,4,4,1997,1,0,744,6794,408,0,2,1101642.7
2047,900,4,0,0,96,51301,2,4,2000,1,1,6346,6571,251,1,3,902785.2
2048,80415,68,0,0,19,67984,1,1,2007,0,0,4909,6844,982,0,5,8053263.7
2049,47519,8,1,1,91,95952,6,5,2006,1,0,9089,9266,716,0,8,4759722.6
2050,46204,8,0,1,70,41817,1,1,1997,0,1,3061,3354,705,1,0,4627498.7
2051,96923,4,0,0,5,77597,10,9,2008,0,0,793,3108,423,1,8,9694422.8
2052,32130,7,1,1,50,25953,1,5,2004,1,0,4096,7795,565,0,9,3217288.4
2053,770,34,1,1,50,93433,10,8,2005,1,0,2579,8989,675,0,8,83521.0
2054,70936,86,0,1,60,72410,8,10,2006,0,0,4207,7911,431,0,7,7094370.6
2055,75887,85,1,0,17,58446,9,8,2003,0,0,7498,7908,978,0,1,7592702.3
2056,23147,11,0,0,38,54024,6,6,2015,0,0,8224,7396,300,0,10,2316843.5
2057,62281,8,0,0,88,58731,4,7,2000,1,1,6593,4971,164,1,7,6239393.0
2058,15815,14,0,1,19,79841,5,9,2019,0,0,5453,8415,498,1,5,1585031.9
2059,29556,84,1,0,7,22087,1,7,2000,1,1,2049,9266,112,0,10,2962632.0
2060,21149,86,1,1,35,48640,1,5,2000,1,1,6795,4994,815,1,5,2118534.0
2061,94771,65,1,0,85,72345,9,1,2006,1,1,5075,4653,289,1,5,9481654.6
2062,22585,35,0,1,28,80933,3,5,1998,1,0,4166,7566,455,0,4,2265600.8
2063,91526,28,0,1,39,88234,1,10,2008,1,0,8185,1586,313,1,8,9154926.8
2064,13254,85,0,1,39,54529,9,9,2014,1,1,2785,9952,905,0,9,1333885.4
2065,26816,86,0,0,20,1906,4,1,2003,0,1,5805,973,883,0,6,2684819.3
2066,72530,22,1,1,43,64361,5,6,2017,1,0,4908,9766,498,0,5,7263616.7
2067,7139,77,1,1,48,72847,6,1,1998,1,1,4010,3143,638,0,1,724579.8
2068,7597,86,1,1,24,77004,5,9,2013,1,0,7571,7741,986,1,0,763978.3
2069,9889,7,1,0,83,10655,1,8,2006,0,1,9208,2412,747,0,6,994976.6
2070,9155,11,1,0,49,18800,2,5,2014,0,0,4156,9152,876,1,0,922517.4
2071,45242,47,0,1,64,88712,8,9,2003,0,0,536,4812,502,0,9,4527632.3
2072,98106,98,0,0,3,33654,1,8,2000,0,0,7134,3127,765,0,2,9811465.2
2073,91126,22,1,0,85,7937,8,2,2007,1,0,3653,7689,581,0,4,9121369.7
2074,77581,54,1,0,69,67056,4,10,2019,0,0,2680,3442,365,0,4,7767659.9
2075,35160,45,1,1,8,6358,8,3,2004,0,1,9628,959,953,0,6,3527556.4
2076,58597,99,1,0,99,25232,7,10,2000,0,1,7753,6368,146,0,0,5867655.1
